TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_Bin,AccountBalance_Bin,Target
112.07,Debit,Kansas City,Branch,23.0,Student,51.0,1.0,930.3000000000002,Medium,Low,3
349.64,Debit,Las Vegas,Online,48.0,Engineer,226.0,1.0,6651.62,High,High,1
5.770000000000039,Debit,Charlotte,Online,50.0,Doctor,124.0,1.0,13988.12,Low,Very High,0
298.42,Debit,Indianapolis,Branch,56.0,Retired,225.0,1.0,3014.75,High,Medium,1
521.06,Debit,Albuquerque,Branch,25.0,Student,128.0,1.0,1951.42,Very High,Medium,2
133.55,Debit,Atlanta,ATM,44.0,Engineer,220.0,1.0,3846.28,Medium,Medium,1
143.21000000000004,Debit,Dallas,Online,35.0,Engineer,135.0,1.0,6374.82,Medium,High,1
24.769999999999982,Debit,Boston,ATM,62.0,Retired,55.0,1.0,5866.01,Low,High,1
91.53,Debit,Milwaukee,Branch,44.0,Doctor,69.0,1.0,14676.05,Medium,Very High,0
120.29000000000002,Debit,Miami,Branch,19.000000000000004,Student,77.0,1.0,1362.3900000000003,Medium,Low,3
174.25,Debit,Seattle,Online,50.0,Doctor,67.0,1.0,10528.34,Medium,Very High,0
183.71,Debit,Denver,ATM,38.0,Engineer,102.0,1.0,552.5200000000004,Medium,Low,1
259.91,Debit,Denver,Online,49.0,Doctor,170.0,1.0,7176.86,High,High,1
154.71,Debit,San Diego,Online,34.0,Doctor,157.0,1.0,1523.7200000000003,Medium,Medium,1
24.560000000000002,Debit,Mesa,Branch,64.0,Doctor,69.0,1.0,9869.93,Low,Very High,0
392.96,Debit,Kansas City,Online,24.0,Student,100.0,1.0,791.6499999999996,Very High,Low,2
230.66,Debit,Houston,Branch,21.0,Student,135.0,1.0,618.0500000000002,High,Low,3
644.17,Debit,San Antonio,ATM,29.0,Engineer,72.0,1.0,1143.52,Very High,Low,2
25.360000000000014,Debit,Louisville,ATM,57.0,Engineer,78.0,1.0,201.03999999999996,Low,Low,1
147.62,Debit,Charlotte,Branch,71.0,Retired,133.0,1.0,2115.8,Medium,Medium,1
115.01999999999998,Debit,San Antonio,Branch,37.0,Doctor,175.0,1.0,7643.66,Medium,Very High,0
383.37,Debit,Fort Worth,Branch,30.0,Engineer,24.0,1.0,8901.93,Very High,Very High,0
196.16,Debit,Virginia Beach,Branch,27.0,Engineer,146.0,1.0,9418.86,High,Very High,0
129.94,Debit,Las Vegas,ATM,32.0,Engineer,235.0,1.0,7954.92,Medium,Very High,0
306.9,Debit,Chicago,Online,46.0,Engineer,51.0,1.0,9418.08,High,Very High,0
114.98000000000002,Debit,Seattle,Online,59.0,Retired,80.0,1.0,6144.68,Medium,High,1
756.5899999999999,Debit,Sacramento,Branch,27.0,Student,17.0,1.0,420.64999999999964,Very High,Low,2
503.76,Debit,Los Angeles,Online,22.0,Student,35.0,1.0,447.8199999999997,Very High,Low,2
143.02999999999997,Debit,San Antonio,ATM,63.0,Retired,147.0,1.0,7981.45,Medium,Very High,0
327.86,Debit,Fresno,Online,40.0,Engineer,104.0,1.0,480.15999999999985,High,Low,1
2.5,Debit,San Diego,Online,47.0,Doctor,107.0,1.0,12145.27,Low,Very High,0
115.82999999999998,Debit,Fresno,Branch,39.0,Engineer,167.0,1.0,6481.04,Medium,High,1
53.56999999999999,Debit,Houston,ATM,69.0,Retired,121.0,1.0,1651.33,Low,Medium,1
331.65,Debit,Portland,Online,41.0,Engineer,61.0,1.0,4172.57,High,Medium,1
5.039999999999964,Debit,Washington,ATM,56.0,Retired,41.0,1.0,5558.36,Low,High,1
598.81,Debit,Philadelphia,Branch,57.0,Doctor,158.0,1.0,1415.52,Very High,Low,2
841.28,Debit,Tucson,Online,26.0,Student,80.0,1.0,1103.6400000000008,Very High,Low,2
38.150000000000006,Debit,Mesa,Online,26.0,Student,108.0,1.0,303.6800000000003,Low,Low,3
124.72,Debit,Oklahoma City,Branch,33.0,Engineer,105.0,1.0,6309.8,Medium,High,1
208.04,Debit,Louisville,Online,47.0,Engineer,273.0,1.0,9344.98,High,Very High,0
381.33,Debit,Albuquerque,ATM,56.0,Doctor,75.0,1.0,11835.35,Very High,Very High,0
16.159999999999997,Debit,Milwaukee,ATM,50.0,Doctor,124.0,1.0,14401.17,Low,Very High,0
486.08,Debit,Oklahoma City,Online,18.0,Student,68.0,1.0,1748.69,Very High,Medium,2
336.39,Debit,San Antonio,Branch,21.0,Student,18.0,1.0,1000.46,High,Low,3
234.57,Debit,Chicago,Online,23.0,Student,120.0,1.0,263.97999999999956,High,Low,3
5.999999999999972,Debit,Chicago,Online,30.0,Doctor,246.0,1.0,5442.76,Low,High,1
227.14,Debit,Charlotte,ATM,18.0,Student,294.0,1.0,341.9399999999996,High,Low,3
45.849999999999994,Debit,Los Angeles,ATM,20.0,Student,92.0,1.0,1659.15,Low,Medium,3
415.5,Debit,Memphis,ATM,66.0,Doctor,141.0,1.0,10113.66,Very High,Very High,0
265.76,Debit,Philadelphia,Online,54.0,Retired,92.0,1.0,4446.17,High,Medium,1
69.4,Debit,Virginia Beach,Online,80.0,Retired,113.0,1.0,6452.77,Low,High,1
267.9,Debit,San Antonio,Online,20.0,Student,160.0,1.0,596.1599999999999,High,Low,3
496.03,Debit,San Francisco,Branch,61.0,Doctor,265.0,1.0,12904.66,Very High,Very High,0
376.26,Debit,Tucson,ATM,37.0,Engineer,245.0,1.0,9062.4,Very High,Very High,0
35.75999999999996,Debit,Charlotte,Branch,23.0,Student,122.0,1.0,611.8599999999997,Low,Low,3
28.529999999999973,Debit,Washington,Online,62.0,Doctor,99.0,1.0,8670.53,Low,Very High,0
307.57,Debit,Detroit,Branch,33.0,Doctor,285.0,1.0,5307.74,High,High,1
74.86000000000001,Debit,Nashville,Branch,70.0,Doctor,125.0,1.0,6921.48,Low,High,1
231.91,Debit,Memphis,ATM,34.0,Engineer,165.0,1.0,112.76000000000022,High,Low,1
126.21,Debit,Baltimore,Branch,75.0,Retired,268.0,1.0,5669.66,Medium,High,1
304.35,Debit,Houston,Branch,31.0,Engineer,36.0,1.0,4057.1,High,Medium,1
281.85,Debit,Detroit,ATM,22.0,Student,109.0,1.0,1585.98,High,Medium,3
777.88,Debit,Houston,Branch,31.0,Engineer,17.0,1.0,6825.55,Very High,High,2
119.18,Debit,Los Angeles,Branch,56.0,Retired,96.0,1.0,5516.5,Medium,High,1
177.19,Debit,Chicago,Online,76.0,Retired,43.0,1.0,5343.3,Medium,High,1
260.88,Debit,Denver,Branch,22.0,Student,36.0,1.0,903.0500000000002,High,Low,3
169.47,Debit,Chicago,Online,24.0,Student,19.0,1.0,1806.1599999999999,Medium,Medium,3
73.23000000000002,Debit,Portland,Branch,26.0,Student,14.0,1.0,787.7399999999998,Low,Low,3
792.57,Debit,Baltimore,ATM,19.000000000000004,Student,164.0,1.0,770.3699999999999,Very High,Low,2
237.06,Debit,Phoenix,Online,71.0,Retired,46.0,1.0,1182.77,High,Low,1
740.25,Debit,Philadelphia,Online,41.0,Doctor,123.0,1.0,14464.3,Very High,Very High,0
453.54,Debit,Albuquerque,ATM,58.0,Doctor,82.0,1.0,12046.3,Very High,Very High,0
300.47,Debit,Jacksonville,Branch,73.0,Retired,100.0,1.0,7885.64,High,Very High,0
201.69,Debit,Las Vegas,ATM,59.0,Doctor,299.0,1.0,7328.52,High,High,1
399.21,Debit,Portland,ATM,59.0,Engineer,109.0,1.0,3210.39,Very High,Medium,2
630.36,Debit,Mesa,ATM,62.0,Retired,52.0,1.0,1363.65,Very High,Low,2
215.9,Debit,Los Angeles,ATM,38.0,Doctor,235.0,1.0,7873.28,High,Very High,0
20.359999999999985,Debit,Tucson,Branch,62.0,Retired,75.0,1.0,2762.48,Low,Medium,1
493.11,Debit,Chicago,Branch,53.0,Retired,236.0,1.0,7432.99,Very High,High,2
307.41,Debit,Los Angeles,ATM,19.000000000000004,Student,14.0,1.0,1057.0000000000005,High,Low,3
11.180000000000007,Debit,Atlanta,Online,43.0,Doctor,161.0,1.0,5956.89,Low,High,1
313.82,Debit,Tucson,Branch,59.0,Engineer,151.0,1.0,7261.59,High,High,1
288.04,Debit,Denver,ATM,68.0,Retired,63.0,1.0,1748.02,High,Medium,1
800.55,Debit,Oklahoma City,ATM,31.0,Engineer,108.0,1.0,9660.22,Very High,Very High,2
485.54,Debit,Houston,ATM,46.0,Engineer,143.0,1.0,6371.51,Very High,High,2
521.15,Debit,Kansas City,ATM,54.0,Doctor,214.0,1.0,9442.47,Very High,Very High,0
304.93,Debit,Portland,ATM,65.0,Doctor,158.0,1.0,13531.22,High,Very High,0
694.2,Debit,Milwaukee,ATM,61.0,Retired,72.0,1.0,1389.37,Very High,Low,2
116.86000000000001,Debit,Louisville,ATM,55.0,Engineer,171.0,1.0,6706.56,Medium,High,1
74.88,Debit,Atlanta,ATM,25.0,Student,202.0,1.0,420.6700000000001,Low,Low,3
361.27,Debit,Omaha,ATM,63.0,Doctor,180.0,1.0,7945.57,High,Very High,0
131.56,Debit,Charlotte,Branch,44.0,Doctor,42.000000000000014,1.0,5873.54,Medium,High,1
547.87,Debit,Columbus,ATM,64.0,Retired,131.0,1.0,6155.76,Very High,High,2
457.3,Debit,Virginia Beach,Online,28.0,Engineer,15.0,1.0,8318.29,Very High,Very High,0
506.24,Debit,Chicago,ATM,58.0,Engineer,64.0,1.0,230.09000000000015,Very High,Low,2
486.5899999999999,Debit,Indianapolis,Branch,57.0,Retired,119.0,1.0,2513.56,Very High,Medium,2
163.68,Debit,San Diego,Branch,41.0,Doctor,292.0,1.0,10090.05,Medium,Very High,0
581.65,Debit,Boston,ATM,22.0,Student,176.0,1.0,480.1899999999996,Very High,Low,2
523.74,Debit,Oklahoma City,ATM,43.0,Doctor,159.0,1.0,13498.55,Very High,Very High,0
91.48000000000002,Debit,Fort Worth,ATM,51.0,Doctor,141.0,1.0,14942.78,Medium,Very High,0
5.250000000000028,Debit,San Jose,ATM,39.0,Doctor,49.0,1.0,14143.32,Low,Very High,0
736.73,Debit,Memphis,Branch,48.0,Engineer,10.0,1.0,3313.07,Very High,Medium,2
588.54,Debit,Portland,Branch,32.0,Engineer,130.0,1.0,714.4499999999998,Very High,Low,2
173.5,Debit,Nashville,ATM,21.0,Student,282.0,1.0,1306.9099999999999,Medium,Low,3
40.66,Debit,Louisville,Branch,59.0,Retired,156.0,1.0,1153.8400000000001,Low,Low,1
34.06999999999999,Debit,Philadelphia,Branch,22.0,Student,81.0,1.0,8709.77,Low,Very High,3
492.06,Debit,Fresno,Online,23.0,Student,74.0,1.0,857.8999999999996,Very High,Low,2
73.55000000000001,Debit,Atlanta,ATM,51.0,Engineer,158.0,1.0,2812.06,Low,Medium,1
760.53,Debit,Phoenix,Online,57.0,Engineer,118.0,1.0,6179.91,Very High,High,2
371.69,Debit,San Francisco,Branch,67.0,Retired,143.0,1.0,3484.32,Very High,Medium,2
218.96,Debit,Seattle,ATM,18.0,Student,13.0,1.0,754.21,High,Low,3
227.39,Debit,Atlanta,Online,18.0,Student,65.0,1.0,751.0900000000001,High,Low,3
341.15,Debit,San Jose,Online,18.0,Student,148.0,1.0,511.3699999999999,High,Low,3
434.58,Debit,Memphis,ATM,59.0,Doctor,215.0,1.0,12648.32,Very High,Very High,0
75.15,Debit,Boston,ATM,23.0,Student,154.0,1.0,1092.92,Low,Low,3
23.30000000000001,Debit,Los Angeles,ATM,59.0,Engineer,161.0,1.0,6711.15,Low,High,1
488.15,Debit,Louisville,Branch,43.0,Engineer,168.0,1.0,7071.09,Very High,High,2
12.819999999999993,Debit,Fort Worth,ATM,44.0,Engineer,156.0,1.0,9045.19,Low,Very High,0
535.91,Debit,Las Vegas,Online,43.0,Engineer,22.0,1.0,9642.12,Very High,Very High,0
97.98000000000002,Debit,Denver,Branch,72.0,Retired,18.0,1.0,7460.33,Medium,High,1
196.08,Debit,San Francisco,Online,61.0,Retired,98.0,1.0,4233.82,High,Medium,1
251.18,Debit,San Jose,ATM,42.0,Engineer,246.0,1.0,8303.9,High,Very High,0
44.52000000000001,Debit,El Paso,Online,28.0,Student,205.0,1.0,314.27999999999975,Low,Low,3
178.87,Debit,Baltimore,Online,35.0,Doctor,180.0,1.0,5241.23,Medium,High,1
386.68,Debit,New York,Branch,46.0,Doctor,128.0,1.0,6863.06,Very High,High,2
167.14,Debit,Denver,Online,76.0,Retired,19.999999999999986,1.0,3877.73,Medium,Medium,1
345.22,Debit,Fresno,Branch,69.0,Retired,253.0,1.0,4046.58,High,Medium,1
74.85,Debit,Raleigh,ATM,72.0,Retired,117.0,1.0,2409.73,Low,Medium,1
671.73,Debit,Washington,Branch,58.0,Engineer,54.0,1.0,5211.88,Very High,High,2
255.04,Debit,Seattle,ATM,45.0,Engineer,152.0,1.0,6217.86,High,High,1
45.77000000000001,Debit,Philadelphia,Online,25.0,Student,109.0,1.0,5978.12,Low,High,3
47.420000000000016,Debit,San Diego,ATM,64.0,Doctor,28.0,1.0,8253.52,Low,Very High,0
35.99000000000004,Debit,Miami,Branch,63.0,Retired,129.0,1.0,4489.79,Low,Medium,1
48.72,Debit,Virginia Beach,Branch,21.0,Student,17.0,1.0,816.0799999999999,Low,Low,3
43.46000000000001,Debit,Boston,ATM,25.0,Student,80.0,1.0,578.0599999999995,Low,Low,3
443.79,Debit,Las Vegas,ATM,53.0,Retired,87.0,1.0,3133.85,Very High,Medium,2
365.14,Debit,Dallas,Online,68.0,Retired,57.0,1.0,5894.09,High,High,1
757.4099999999999,Debit,Los Angeles,ATM,22.0,Student,37.0,1.0,9532.42,Very High,Very High,2
20.539999999999992,Debit,Fort Worth,Branch,51.0,Engineer,72.0,1.0,5327.03,Low,High,1
475.36,Debit,Phoenix,ATM,34.0,Engineer,105.0,1.0,2000.6,Very High,Medium,2
34.74000000000001,Debit,San Francisco,ATM,56.0,Retired,24.0,1.0,6827.57,Low,High,1
211.18,Debit,Washington,ATM,73.0,Retired,90.0,1.0,4069.17,High,Medium,1
61.43000000000001,Debit,Phoenix,Online,24.0,Student,170.0,1.0,1882.77,Low,Medium,3
167.44,Debit,Mesa,Branch,37.0,Doctor,82.0,1.0,12526.71,Medium,Very High,0
361.46,Debit,Nashville,Online,21.0,Student,83.0,1.0,4737.84,High,High,3
378.85,Debit,Virginia Beach,Branch,78.0,Retired,126.0,1.0,2300.53,Very High,Medium,2
241.11,Debit,Columbus,Branch,30.0,Doctor,55.0,1.0,12385.05,High,Very High,0
485.54,Debit,Louisville,Online,19.000000000000004,Student,148.0,1.0,1533.3199999999997,Very High,Medium,2
321.15,Debit,Los Angeles,Branch,46.0,Doctor,179.0,1.0,7005.05,High,High,1
711.3,Debit,San Jose,Branch,21.0,Student,51.0,1.0,955.3999999999996,Very High,Low,2
12.22999999999999,Debit,Houston,ATM,42.0,Engineer,139.0,1.0,7844.88,Low,Very High,0
350.94,Debit,Chicago,ATM,20.0,Student,64.0,1.0,221.5600000000004,High,Low,3
301.85,Debit,Columbus,Online,54.0,Engineer,25.0,1.0,6586.19,High,High,1
29.340000000000032,Debit,Louisville,Online,65.0,Retired,30.0,1.0,3944.82,Low,Medium,1
231.71,Debit,Raleigh,Branch,27.0,Student,148.0,1.0,1127.98,High,Low,3
179.43,Debit,Oklahoma City,ATM,58.0,Retired,244.0,1.0,2626.63,Medium,Medium,1
36.71000000000001,Debit,Jacksonville,Branch,48.0,Doctor,55.0,1.0,6459.38,Low,High,1
233.24,Debit,Louisville,ATM,33.0,Engineer,72.0,1.0,6939.23,High,High,1
436.64,Debit,Los Angeles,Branch,31.0,Doctor,111.0,1.0,14365.18,Very High,Very High,0
870.43,Debit,Los Angeles,Branch,29.0,Doctor,55.0,1.0,10115.18,Very High,Very High,2
354.4,Debit,Chicago,ATM,74.0,Retired,128.0,1.0,7358.65,High,High,1
22.629999999999995,Debit,Kansas City,Online,53.0,Engineer,112.0,1.0,4438.03,Low,Medium,1
182.19,Debit,Mesa,Branch,26.0,Student,53.0,1.0,1176.1000000000004,Medium,Low,3
126.80999999999999,Debit,Philadelphia,Branch,26.0,Engineer,290.0,1.0,5427.98,Medium,High,1
288.17,Debit,Virginia Beach,Online,37.0,Engineer,50.0,1.0,3653.11,High,Medium,1
118.76999999999998,Debit,Atlanta,Branch,55.0,Engineer,123.0,1.0,2104.82,Medium,Medium,1
651.82,Debit,Indianapolis,ATM,21.0,Student,166.0,1.0,1802.77,Very High,Medium,2
66.65,Debit,Detroit,ATM,37.0,Engineer,33.0,1.0,3559.96,Low,Medium,1
98.53,Debit,Denver,Branch,69.0,Retired,166.0,1.0,3564.8,Medium,Medium,1
138.95,Debit,Washington,Online,71.0,Retired,30.0,1.0,6752.92,Medium,High,1
33.890000000000015,Debit,Nashville,Branch,26.0,Student,177.0,1.0,1444.75,Low,Low,3
23.710000000000036,Debit,Atlanta,Branch,58.0,Doctor,164.0,1.0,10788.89,Low,Very High,0
26.06000000000003,Debit,San Diego,ATM,65.0,Doctor,283.0,1.0,12893.629999999997,Low,Very High,0
17.069999999999993,Debit,Los Angeles,Branch,27.0,Engineer,44.0,1.0,2798.15,Low,Medium,3
703.89,Debit,San Antonio,Online,46.0,Engineer,62.00000000000001,1.0,3583.67,Very High,Medium,2
26.55000000000004,Debit,Houston,ATM,77.0,Retired,228.0,1.0,3085.38,Low,Medium,1
147.4,Debit,San Jose,Branch,42.0,Engineer,259.0,1.0,6797.71,Medium,High,1
202.11,Debit,Memphis,ATM,27.0,Student,18.0,1.0,746.4700000000003,High,Low,3
308.42,Debit,Nashville,Branch,75.0,Retired,39.0,1.0,5427.81,High,High,1
11.180000000000007,Debit,Miami,ATM,53.0,Engineer,144.0,1.0,7467.3,Low,High,1
294.15,Debit,Fresno,Online,38.0,Engineer,136.0,1.0,6362.16,High,High,1
139.45,Debit,Boston,Online,27.0,Student,31.000000000000014,1.0,1305.7600000000002,Medium,Low,3
432.63,Debit,Chicago,ATM,29.0,Doctor,137.0,1.0,13648.36,Very High,Very High,0
131.43,Debit,Charlotte,Online,43.0,Doctor,65.0,1.0,1337.5,Medium,Low,1
516.72,Debit,Mesa,ATM,42.0,Engineer,128.0,1.0,2015.69,Very High,Medium,2
166.13,Debit,Omaha,ATM,68.0,Doctor,227.0,1.0,11822.53,Medium,Very High,0
626.9,Debit,Chicago,ATM,23.0,Student,146.0,1.0,587.1099999999997,Very High,Low,2
466.85,Debit,Austin,Branch,56.0,Retired,165.0,1.0,5422.53,Very High,High,2
788.84,Debit,Phoenix,Online,58.0,Retired,231.0,1.0,1913.73,Very High,Medium,2
525.28,Debit,Chicago,ATM,69.0,Retired,134.0,1.0,4693.6,Very High,High,2
632.69,Debit,Denver,ATM,80.0,Retired,76.0,1.0,4363.74,Very High,Medium,2
124.34999999999998,Debit,Oklahoma City,ATM,72.0,Retired,90.0,1.0,3319.76,Medium,Medium,1
43.849999999999994,Debit,Fresno,ATM,62.0,Retired,122.0,1.0,4356.98,Low,Medium,1
283.81,Debit,San Diego,Branch,28.0,Student,29.0,1.0,1519.35,High,Medium,3
168.53,Debit,San Francisco,ATM,71.0,Retired,112.0,1.0,5962.58,Medium,High,1
132.84,Debit,Oklahoma City,ATM,21.0,Student,143.0,1.0,822.7299999999996,Medium,Low,3
144.77,Debit,Albuquerque,Online,20.0,Student,159.0,1.0,867.3199999999997,Medium,Low,3
643.22,Debit,Atlanta,ATM,64.0,Doctor,93.0,1.0,1035.8599999999997,Very High,Low,2
208.07,Debit,Oklahoma City,Online,32.0,Doctor,36.0,1.0,8478.9,High,Very High,0
295.5,Debit,Mesa,ATM,59.0,Retired,36.0,1.0,6280.66,High,High,1
30.22999999999996,Debit,Austin,ATM,44.0,Doctor,99.0,1.0,481.1300000000001,Low,Low,1
180.24,Debit,Phoenix,Branch,58.0,Engineer,144.0,1.0,8431.23,Medium,Very High,0
96.54000000000002,Debit,New York,Branch,58.0,Retired,95.0,1.0,7182.22,Medium,High,1
101.04000000000002,Debit,San Antonio,ATM,27.0,Student,160.0,1.0,1695.5699999999997,Medium,Medium,3
39.66,Debit,Virginia Beach,Branch,52.0,Engineer,169.0,1.0,8497.34,Low,Very High,0
99.36000000000001,Debit,Seattle,ATM,40.0,Doctor,46.0,1.0,1272.12,Medium,Low,1
123.85,Debit,Las Vegas,Online,56.0,Engineer,244.0,1.0,3959.62,Medium,Medium,1
426.93,Debit,Omaha,ATM,19.000000000000004,Student,248.0,1.0,476.1899999999996,Very High,Low,2
222.39,Debit,Virginia Beach,Online,49.0,Engineer,73.0,1.0,3117.39,High,Medium,1
131.46,Debit,Charlotte,Branch,67.0,Retired,258.0,1.0,6642.33,Medium,High,1
268.39,Debit,Miami,ATM,26.0,Student,171.0,1.0,136.73999999999978,High,Low,3
353.82,Debit,Milwaukee,ATM,42.0,Doctor,143.0,1.0,705.75,High,Low,1
364.42,Debit,Chicago,ATM,51.0,Engineer,146.0,1.0,8119.73,High,Very High,0
195.12,Debit,Louisville,ATM,46.0,Doctor,144.0,1.0,6101.15,High,High,1
230.61,Debit,Raleigh,Branch,80.0,Retired,204.0,1.0,2561.42,High,Medium,1
242.03,Debit,Dallas,Online,58.0,Engineer,124.0,1.0,4382.73,High,Medium,1
135.03,Debit,San Francisco,ATM,23.0,Student,180.0,1.0,1278.0,Medium,Low,3
193.54,Debit,Oklahoma City,Branch,80.0,Retired,267.0,1.0,2929.51,High,Medium,1
266.57,Debit,El Paso,ATM,72.0,Retired,100.0,1.0,7676.92,High,Very High,0
153.4,Debit,Mesa,ATM,45.0,Engineer,144.0,1.0,4657.7,Medium,Medium,1
5.120000000000033,Debit,New York,Branch,34.0,Engineer,90.0,1.0,3293.01,Low,Medium,1
119.11000000000001,Debit,Detroit,ATM,57.0,Engineer,131.0,1.0,7998.25,Medium,Very High,0
119.72,Debit,Tucson,Branch,30.0,Engineer,123.0,1.0,3435.34,Medium,Medium,1
107.4,Debit,Virginia Beach,Online,58.0,Doctor,32.0,1.0,344.0699999999997,Medium,Low,1
115.92000000000002,Debit,Raleigh,ATM,53.0,Retired,57.0,1.0,3897.17,Medium,Medium,1
438.04,Debit,Philadelphia,ATM,67.0,Retired,247.0,1.0,5358.95,Very High,High,2
677.29,Debit,Houston,Online,27.0,Engineer,287.0,1.0,627.79,Very High,Low,2
296.0,Debit,Las Vegas,Branch,35.0,Doctor,248.0,1.0,7418.82,High,High,1
100.51999999999998,Debit,Las Vegas,ATM,50.0,Engineer,110.0,1.0,453.3900000000003,Medium,Low,1
85.35,Debit,Washington,ATM,66.0,Retired,166.0,1.0,2173.76,Medium,Medium,1
79.75999999999999,Debit,Raleigh,Branch,39.0,Engineer,170.0,1.0,6452.14,Medium,High,1
386.38,Debit,Phoenix,Online,42.0,Engineer,135.0,1.0,5528.36,Very High,High,2
14.289999999999992,Debit,Los Angeles,ATM,34.0,Engineer,150.0,1.0,7016.99,Low,High,1
293.97,Debit,Phoenix,Branch,68.0,Retired,153.0,1.0,7371.85,High,High,1
136.32,Debit,Miami,Online,19.000000000000004,Student,113.0,1.0,264.8299999999999,Medium,Low,3
251.06,Debit,Chicago,Online,36.0,Doctor,34.0,1.0,10001.66,High,Very High,0
21.400000000000006,Debit,Fresno,Branch,34.0,Engineer,258.0,1.0,9594.11,Low,Very High,0
73.28,Debit,Boston,Branch,21.0,Student,21.0,1.0,1329.4099999999999,Low,Low,3
70.23000000000002,Debit,Memphis,ATM,38.0,Doctor,260.0,1.0,11624.93,Low,Very High,0
689.29,Debit,El Paso,ATM,22.0,Student,100.0,1.0,168.84000000000015,Very High,Low,2
745.03,Debit,Fort Worth,Online,28.0,Student,231.0,1.0,160.5699999999997,Very High,Low,2
54.610000000000014,Debit,Milwaukee,ATM,58.0,Engineer,160.0,1.0,7135.64,Low,High,1
54.05000000000001,Debit,Louisville,Branch,27.0,Student,146.0,1.0,469.1400000000003,Low,Low,3
107.47,Debit,Austin,Online,67.0,Retired,144.0,1.0,7517.5,Medium,High,1
219.63,Debit,Charlotte,ATM,48.0,Doctor,44.0,1.0,8013.63,High,Very High,0
93.51999999999998,Debit,Philadelphia,Online,51.0,Engineer,97.0,1.0,2791.2,Medium,Medium,1
376.79,Debit,Milwaukee,Branch,68.0,Retired,265.0,1.0,7749.14,Very High,Very High,0
